Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Schiffman M, Hu L, Antani S, Wentzensen N",,Response to Pretorius and Belinson.,J Natl Cancer Inst,2020 Jan 1,,31187134,PMC7489090,TDRP/CGB
"Schüz J, Bukhtiyarov I, Olsson A, Moissonnier M, Ostroumova E, Feletto E, Schonfeld SJ, Byrnes G, Tskhomariia I, McCormack V, Straif K, Kashanskiy S, Morozova T, Kromhout H, Kovalevskiy E",,"Occupational cohort study of current and former workers exposed to chrysotile in mine and processing facilities in Asbest, the Russian Federation: Cohort profile of the Asbest Chrysotile Cohort study.",PLoS One,2020,2020 Jul 29,32726334,PMC7390538,TDRP/REB
"Steiner B, Ferrucci LM, Mirabello L, Lan Q, Hu W, Liao LM, Savage SA, De Vivo I, Hayes RB, Rajaraman P, Huang WY, Freedman ND, Loftfield E",,"Association between coffee drinking and telomere length in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial.",PLoS One,2020,2020 Jan 8,31914160,PMC6948744,"TDRP/REB, TDRP/OEEB, TDRP/CGB, TDRP/MEB"
"Vasta LM, Nichols A, Harney LA, Best AF, Carr AG, Harris AK, Miettinen M, Schultz KAP, Kim HJ, Stewart DR",,Nasal chondromesenchymal hamartomas in a cohort with pathogenic germline variation in <i>DICER1</i>.,Rhinol Online,2020,2020 Apr 13,34164613,PMC8218780,TDRP/CGB
"Xie Y, Davis Lynn BC, Moir N, Cameron DA, Figueroa JD, Sims AH",,Breast cancer gene expression datasets do not reflect the disease at the population level.,NPJ Breast Cancer,2020,2020 Aug 25,32885043,PMC7447772,TDRP/ITEB
"Landy R, Sasieni PD, Mathews C, Wiggins CL, Robertson M, McDonald YJ, Goldberg DW, Scarinci IC, Cuzick J, Wheeler CM, New Mexico HPV Pap Registry Steering Committee",,Impact of screening on cervical cancer incidence: A population-based case-control study in the United States.,Int J Cancer,2020 Aug 1,2019 Dec 31,31837006,PMC7282928,TDRP/BB
"Znaor A, Skakkebaek NE, Rajpert-De Meyts E, Laversanne M, Kuli_ T, Gurney J, Sarfati D, McGlynn KA, Bray F",,Testicular cancer incidence predictions in Europe 2010-2035: A rising burden despite population ageing.,Int J Cancer,2020 Aug 1,2019 Dec 28,31773729,PMC8612086,TDRP/MEB
"Murphy N, Carreras-Torres R, Song M, Chan AT, Martin RM, Papadimitriou N, Dimou N, Tsilidis KK, Banbury B, Bradbury KE, Besevic J, Rinaldi S, Riboli E, Cross AJ, Travis RC, Agnoli C, Albanes D, Berndt SI, Bézieau S, Bishop DT, Brenner H, Buchanan DD, Onland-Moret NC, Burnett-Hartman A, Campbell PT, Casey G, Castellví-Bel S, Chang-Claude J, Chirlaque MD, de la Chapelle A, English D, Figueiredo JC, Gallinger SJ, Giles GG, Gruber SB, Gsur A, Hampe J, Hampel H, Harrison TA, Hoffmeister M, Hsu L, Huang WY, Huyghe JR, Jenkins MA, Keku TO, Kühn T, Kweon SS, Le Marchand L, Li CI, Li L, Lindblom A, Martín V, Milne RL, Moreno V, Newcomb PA, Offit K, Ogino S, Ose J, Perduca V, Phipps AI, Platz EA, Potter JD, Qu C, Rennert G, Sakoda LC, Schafmayer C, Schoen RE, Slattery ML, Tangen CM, Ulrich CM, van Duijnhoven FJB, Van Guelpen B, Visvanathan K, Vodicka P, Vodickova L, Vymetalkova V, Wang H, White E, Wolk A, Woods MO, Wu AH, Zheng W, Peters U, Gunter MJ",,Circulating Levels of Insulin-like Growth Factor 1 and Insulin-like Growth Factor Binding Protein 3 Associate With Risk of Colorectal Cancer Based on Serologic and Mendelian Randomization Analyses.,Gastroenterology,2020 Apr,2019 Dec 27,31884074,PMC7152801,"TDRP/OEEB, TDRP, TDRP/MEB"
"Jones RR, Stavreva DA, Weyer PJ, Varticovski L, Inoue-Choi M, Medgyesi DN, Chavis N, Graubard BI, Cain T, Wichman M, Beane Freeman LE, Hager GL, Ward MH",,Pilot study of global endocrine disrupting activity in Iowa public drinking water utilities using cell-based assays.,Sci Total Environ,2020 Apr 20,2019 Dec 26,32018941,PMC8459208,"TDRP/BB, TDRP/OEEB, TDRP/MEB"
"Matthews CE, Moore SC, Arem H, Cook MB, Trabert B, Håkansson N, Larsson SC, Wolk A, Gapstur SM, Lynch BM, Milne RL, Freedman ND, Huang WY, Berrington de Gonzalez A, Kitahara CM, Linet MS, Shiroma EJ, Sandin S, Patel AV, Lee IM",,Amount and Intensity of Leisure-Time Physical Activity and Lower Cancer Risk.,J Clin Oncol,2020 Mar 1,2019 Dec 26,31877085,PMC7048166,"TDRP/REB, TDRP, TDRP/MEB"
"Rusiecki JA, Denic-Roberts H, Byrne C, Cash J, Raines CF, Brinton LA, Zahm SH, Mason T, Bonner MR, Blair A, Hoover R",,"Serum concentrations of DDE, PCBs, and other persistent organic pollutants and mammographic breast density in Triana, Alabama, a highly exposed population.",Environ Res,2020 Mar,2019 Dec 26,31918312,PMC7032000,"TDRP/OEEB, OD, TDRP"
"Schonfeld SJ, Morton LM, Berrington de González A, Curtis RE, Kitahara CM",,"Risk of second primary papillary thyroid cancer among adult cancer survivors in the United States, 2000-2015.",Cancer Epidemiol,2020 Feb,2019 Dec 26,31884334,PMC7096211,"TDRP/REB, TDRP"
"Yeom YS, Choi C, Han H, Shin B, Nguyen TT, Han MC, Kim CH, Lee C",,"Dose Coefficients of Mesh-Type ICRP Reference Computational Phantoms for External Exposures of Neutrons, Protons, and Helium Ions.",Nucl Eng Technol,2020 Jul,2019 Dec 25,38939801,PMC11210835,TDRP/REB
"Florio AA, Campbell PT, Zhang X, Zeleniuch-Jacquotte A, Wactawski-Wende J, Smith-Warner SA, Sinha R, Simon TG, Sesso HD, Schairer C, Rosenberg L, Rohan TE, Robien K, Renehan AG, Purdue MP, Poynter JN, Palmer JR, Newton CC, Lu Y, Linet MS, Liao LM, Lee IM, Koshiol J, Kitahara CM, Kirsh VA, Hofmann JN, Graubard BI, Giovannucci E, Gaziano JM, Gapstur SM, Freedman ND, Demuth J, Chong DQ, Chan AT, Buring JE, Bradshaw PT, Beane Freeman LE, McGlynn KA, Petrick JL",,Abdominal and gluteofemoral size and risk of liver cancer: The liver cancer pooling project.,Int J Cancer,2020 Aug 1,2019 Dec 23,31677159,PMC7391795,"TDRP/BB, TDRP/REB, TDRP/OEEB, TDRP/MEB, TDRP/IIB"
"Lin GW, Xu C, Chen K, Huang HQ, Chen J, Song B, Chan JKC, Li W, Liu W, Shih LY, Chuang WY, Kim WS, Tan W, Peng RJ, Laurensia Y, Cheah DMZ, Huang D, Cheng CL, Su YJ, Tan SY, Ng SB, Tang TPL, Han K, Wang VY, Jia WH, Pei Z, Li YJ, Gao S, Shi Y, Hu Z, Zhang F, Zhang B, Zeng YX, Shen H, He L, Ong CK, Lim ST, Chanock S, Kwong YL, Lin D, Rothman N, Khor CC, Lan Q, Bei JX, International NKTCL Working Group",,Genetic risk of extranodal natural killer T-cell lymphoma: a genome-wide association study in multiple populations.,Lancet Oncol,2020 Feb,2019 Dec 23,31879220,,"OD, OD/LGS, TDRP/OEEB, TDRP/MEB, TDRP/IIB"
"Myers KC, Furutani E, Weller E, Siegele B, Galvin A, Arsenault V, Alter BP, Boulad F, Bueso-Ramos C, Burroughs L, Castillo P, Connelly J, Davies SM, DiNardo CD, Hanif I, Ho RH, Karras N, Manalang M, McReynolds LJ, Nakano TA, Nalepa G, Norkin M, Oberley MJ, Orgel E, Pastore YD, Rosenthal J, Walkovich K, Larson J, Malsch M, Elghetany MT, Fleming MD, Shimamura A",,"Clinical features and outcomes of patients with Shwachman-Diamond syndrome and myelodysplastic syndrome or acute myeloid leukaemia: a multicentre, retrospective, cohort study.",Lancet Haematol,2020 Mar,2019 Dec 23,31879230,PMC7984274,TDRP/CGB
"Sung H, Devi BCR, Tang TS, Rosenberg PS, Anderson WF, Yang XR",,"Divergent breast cancer incidence trends by hormone receptor status in the state of Sarawak, Malaysia.",Int J Cancer,2020 Aug 1,2019 Dec 23,31782137,PMC8268183,TDRP/BB
"Whitworth HS, Gallagher KE, Howard N, Mounier-Jack S, Mbwanji G, Kreimer AR, Basu P, Kelly H, Drolet M, Brisson M, Watson-Jones D",,Efficacy and immunogenicity of a single dose of human papillomavirus vaccine compared to no vaccination or standard three and two-dose vaccination regimens: A systematic review of evidence from clinical trials.,Vaccine,2020 Feb 5,2019 Dec 20,31870572,,TDRP/IIB
"Alsaggaf R, Pfeiffer RM, Wang Y, St George DMM, Zhan M, Wagner KR, Amr S, Greene MH, Gadalla SM",,"Diabetes, metformin and cancer risk in myotonic dystrophy type I.",Int J Cancer,2020 Aug 1,2019 Dec 19,31749144,PMC7336337,"TDRP/BB, TDRP/CGB"
"Archambault AN, Su YR, Jeon J, Thomas M, Lin Y, Conti DV, Win AK, Sakoda LC, Lansdorp-Vogelaar I, Peterse EFP, Zauber AG, Duggan D, Holowatyj AN, Huyghe JR, Brenner H, Cotterchio M, Bézieau S, Schmit SL, Edlund CK, Southey MC, MacInnis RJ, Campbell PT, Chang-Claude J, Slattery ML, Chan AT, Joshi AD, Song M, Cao Y, Woods MO, White E, Weinstein SJ, Ulrich CM, Hoffmeister M, Bien SA, Harrison TA, Hampe J, Li CI, Schafmayer C, Offit K, Pharoah PD, Moreno V, Lindblom A, Wolk A, Wu AH, Li L, Gunter MJ, Gsur A, Keku TO, Pearlman R, Bishop DT, Castellví-Bel S, Moreira L, Vodicka P, Kampman E, Giles GG, Albanes D, Baron JA, Berndt SI, Brezina S, Buch S, Buchanan DD, Trichopoulou A, Severi G, Chirlaque MD, Sánchez MJ, Palli D, Kühn T, Murphy N, Cross AJ, Burnett-Hartman AN, Chanock SJ, de la Chapelle A, Easton DF, Elliott F, English DR, Feskens EJM, FitzGerald LM, Goodman PJ, Hopper JL, Hudson TJ, Hunter DJ, Jacobs EJ, Joshu CE, Küry S, Markowitz SD, Milne RL, Platz EA, Rennert G, Rennert HS, Schumacher FR, Sandler RS, Seminara D, Tangen CM, Thibodeau SN, Toland AE, van Duijnhoven FJB, Visvanathan K, Vodickova L, Potter JD, Männistö S, Weigl K, Figueiredo J, Martín V, Larsson SC, Parfrey PS, Huang WY, Lenz HJ, Castelao JE, Gago-Dominguez M, Muñoz-Garzón V, Mancao C, Haiman CA, Wilkens LR, Siegel E, Barry E, Younghusband B, Van Guelpen B, Harlid S, Zeleniuch-Jacquotte A, Liang PS, Du M, Casey G, Lindor NM, Le Marchand L, Gallinger SJ, Jenkins MA, Newcomb PA, Gruber SB, Schoen RE, Hampel H, Corley DA, Hsu L, Peters U, Hayes RB",,Cumulative Burden of Colorectal Cancer-Associated Genetic Variants Is More Strongly Associated With Early-Onset vs Late-Onset Cancer.,Gastroenterology,2020 Apr,2019 Dec 19,31866242,PMC7103489,"TDRP/BB, OD, OD/LGS, TDRP/OEEB, TDRP/MEB, TDRP"
"Koutros S, Kogevinas M, Friesen MC, Stewart PA, Baris D, Karagas MR, Schwenn M, Johnson A, Monawar Hosain GM, Serra C, Tardon A, Carrato A, Garcia-Closas R, Moore LE, Nickerson ML, Hewitt SM, Lenz P, Schned AR, Lloreta J, Allory Y, Zhang H, Chatterjee N, Garcia-Closas M, Rothman N, Malats N, Silverman DT",,Diesel exhaust and bladder cancer risk by pathologic stage and grade subtypes.,Environ Int,2020 Feb,2019 Dec 18,31864026,PMC8237313,"TDRP/BB, TDRP/LTG, OD/CGR, TDRP/OEEB, TDRP/MEB, TDRP, TDRP/ITEB"
"Chien LH, Chen CH, Chen TY, Chang GC, Tsai YH, Hsiao CF, Chen KY, Su WC, Wang WC, Huang MS, Chen YM, Chen CY, Liang SK, Chen CY, Wang CL, Lee MH, Chung RH, Tsai FY, Hu JW, Katki HA, Chatterjee N, Chanock SJ, Rothman N, Lan Q, Yang PC, Chen CJ, Chang IS, Hsiung CA",,"Predicting Lung Cancer Occurrence in Never-Smoking Females in Asia: TNSF-SQ, a Prediction Model.",Cancer Epidemiol Biomarkers Prev,2020 Feb,2019 Dec 17,31848206,,"TDRP/BB, OD/CGR, OD, TDRP/OEEB, TDRP"
"Dube U, Ibanez L, Budde JP, Benitez BA, Davis AA, Harari O, Iles MM, Law MH, Brown KM, 23andMe Research Team, Melanoma-Meta-analysis Consortium, Cruchaga C",,Overlapping genetic architecture between Parkinson disease and melanoma.,Acta Neuropathol,2020 Feb,2019 Dec 16,31845298,PMC7379325,"TDRP/BB, TDRP/LTG, TDRP/ITEB, TDRP/CGB, TDRP"
"Hofmann JN, Landgren O, Landy R, Kemp TJ, Santo L, McShane CM, Shearer JJ, Lan Q, Rothman N, Pinto LA, Pfeiffer RM, Hildesheim A, Katki HA, Purdue MP",,A Prospective Study of Circulating Chemokines and Angiogenesis Markers and Risk of Multiple Myeloma and Its Precursor.,JNCI Cancer Spectr,2020 Apr,2019 Dec 16,33336146,PMC7083234,"TDRP/BB, TDRP/CGB, TDRP/IIB, TDRP/ITEB, TDRP/OEEB"
"Fang MZ, Jackson SS, O'Brien TR",,IFNL4: Notable variants and associated phenotypes<sup></sup>.,Gene,2020 Mar 10,2019 Dec 14,31846709,PMC8600600,TDRP/IIB
"Gottschlich A, Ochoa P, Rivera-Andrade A, Alvarez CS, Mendoza Montano C, Camel C, Meza R",,Barriers to cervical cancer screening in Guatemala: a quantitative analysis using data from the Guatemala Demographic and Health Surveys.,Int J Public Health,2020 Mar,2019 Dec 14,31838575,PMC7049547,TDRP/MEB
"Jang J, Wang T, Cai H, Ye F, Murphy G, Shimazu T, Taylor PR, Qiao YL, Yoo KY, Jee SH, Kim J, Chen SC, Abnet CC, Tsugane S, Zheng W, Shu XO, Pawlita M, Park SK, Epplein M",,The U-shaped association between body mass index and gastric cancer risk in the Helicobacter pylori Biomarker Cohort Consortium: A nested case-control study from eight East Asian cohort studies.,Int J Cancer,2020 Aug 1,2019 Dec 12,31745972,PMC7234914,TDRP/MEB
"Wong JYY, Bassig BA, Loftfield E, Hu W, Freedman ND, Ji BT, Elliott P, Silverman DT, Chanock SJ, Rothman N, Lan Q",,White Blood Cell Count and Risk of Incident Lung Cancer in the UK Biobank.,JNCI Cancer Spectr,2020 Apr,2019 Dec 12,33313477,PMC7083262,"TDRP/OEEB, OD/LGS, TDRP/MEB, OD"
"Lu Y, Kweon SS, Cai Q, Tanikawa C, Shu XO, Jia WH, Xiang YB, Huyghe JR, Harrison TA, Kim J, Shin A, Kim DH, Matsuo K, Jee SH, Guo X, Wen W, Shi J, Li B, Wang N, Shin MH, Li HL, Ren Z, Oh JH, Oze I, Ahn YO, Jung KJ, Gao J, Gao YT, Pan ZZ, Kamatani Y, Chan AT, Gsur A, Hampe J, Le Marchand L, Li L, Lindblom A, Moreno V, Newcomb PA, Offit K, Pharoah PDP, van Duijnhoven FJB, Van Guelpen B, Vodicka P, Weinstein SJ, Wolk A, Wu AH, Hsu L, Zeng YX, Long J, Peters U, Matsuda K, Zheng W",,Identification of Novel Loci and New Risk Variant in Known Loci for Colorectal Cancer Risk in East Asians.,Cancer Epidemiol Biomarkers Prev,2020 Feb,2019 Dec 11,31826910,PMC7571256,"TDRP, TDRP/MEB"
"Nolen LD, Vindigni SM, Parsonnet J, Symposium leaders",,Combating Gastric Cancer in Alaska Native People: An Expert and Community Symposium.,Gastroenterology,2020 Apr,2019 Dec 10,31836529,PMC7103478,TDRP/MEB
"Bossé Y, Li Z, Xia J, Manem V, Carreras-Torres R, Gabriel A, Gaudreault N, Albanes D, Aldrich MC, Andrew A, Arnold S, Bickeböller H, Bojesen SE, Brennan P, Brunnstrom H, Caporaso N, Chen C, Christiani DC, Field JK, Goodman G, Grankvist K, Houlston R, Johansson M, Johansson M, Kiemeney LA, Lam S, Landi MT, Lazarus P, Le Marchand L, Liu G, Melander O, Rennert G, Risch A, Rosenberg SM, Schabath MB, Shete S, Song Z, Stevens VL, Tardon A, Wichmann HE, Woll P, Zienolddiny S, Obeidat M, Timens W, Hung RJ, Joubert P, Amos CI, McKay JD",,Transcriptome-wide association study reveals candidate causal genes for lung cancer.,Int J Cancer,2020 Apr 1,2019 Dec 9,31696517,PMC7008463,"TDRP, OD, TDRP/ITEB, TDRP/MEB"
"Holtzman NG, El Chaer F, Baer MR, Ali O, Patel A, Duong VH, Sausville EA, Singh ZN, Koka R, Zou YS, Etemadi A, Emadi A",,Peripheral blood blast rate of clearance is an independent predictor of clinical response and outcomes in acute myeloid leukaemia.,Br J Haematol,2020 Mar,2019 Dec 5,31804722,,TDRP/MEB
"Wang Y, Best A, Fernández-Torrón R, Alsaggaf R, Garcia-Puga M, Dagnall CL, Hicks B, Thompson M, Matheu Fernandez A, Zulaica Ijurco M, Greene MH, Lopez de Munain A, Gadalla SM",,Leukocyte telomere length in patients with myotonic dystrophy type I: a pilot study.,Ann Clin Transl Neurol,2020 Jan,2019 Dec 5,31808320,PMC6952307,"OD/CGR, TDRP/BB, TDRP/CGB"
"Deng L, Zhang H, Song L, Yu K",,Approximation of bias and mean-squared error in two-sample Mendelian randomization analyses.,Biometrics,2020 Jun,2019 Dec 4,31651042,PMC7182476,"OD/CGR, TDRP/BB"
"He JR, Ramakrishnan R, Hirst JE, Bonaventure A, Francis SS, Paltiel O, Håberg SE, Lemeshow S, Olsen S, Tikellis G, Magnus P, Murphy MFG, Wiemels JL, Linet MS, Dwyer T",,Maternal Infection in Pregnancy and Childhood Leukemia: A Systematic Review and Meta-analysis.,J Pediatr,2020 Feb,2019 Dec 4,31810630,PMC7605597,TDRP/REB
"Aversa J, Song M, Shimazu T, Inoue M, Charvat H, Yamaji T, Sawada N, Pfeiffer RM, Karimi P, Dawsey SM, Rabkin CS, Tsugane S, Camargo MC",,Prediagnostic circulating inflammation biomarkers and esophageal squamous cell carcinoma: A case-cohort study in Japan.,Int J Cancer,2020 Aug 1,2019 Dec 3,31671219,,"TDRP/IIB, TDRP/MEB, TDRP/BB"
"Schonfeld SJ, Howell RM, Smith SA, Neglia JP, Turcotte LM, Arnold MA, Inskip PD, Oeffinger KC, Moskowitz CS, Henderson TO, Leisenring WM, Gibson TM, Berrington de González A, Sampson JN, Chanock SJ, Tucker MA, Bhatia S, Robison LL, Armstrong GT, Morton LM",,Comparison of Radiation Dose Reconstruction Methods to Investigate Late Adverse Effects of Radiotherapy for Childhood Cancer: A Report from the Childhood Cancer Survivor Study.,Radiat Res,2020 Feb,2019 Dec 3,31794291,PMC7063664,"TDRP/BB, TDRP/REB, OD, OD/LGS, TDRP"
"Flegal KM, Graubard B, Ioannidis JPA",,Use and reporting of Bland-Altman analyses in studies of self-reported versus measured weight and height.,Int J Obes (Lond),2020 Jun,2019 Dec 2,31792334,PMC7261640,"TDRP/BB, TDRP/IIB"
"Little MP, Cahoon EK, Kitahara CM, Simon SL, Hamada N, Linet MS",,Occupational radiation exposure and excess additive risk of cataract incidence in a cohort of US radiologic technologists.,Occup Environ Med,2020 Jan,2019 Dec 2,31792080,PMC10673645,"TDRP/REB, TDRP"
"Callahan CL, Schwartz K, Corley DA, Ruterbusch JJ, Zhao WK, Shuch B, Graubard BI, Rothman N, Chow WH, Silverman DT, Purdue MP, Hofmann JN",,Understanding racial disparities in renal cell carcinoma incidence: estimates of population attributable risk in two US populations.,Cancer Causes Control,2020 Jan,2019 Nov 28,31782041,PMC7717618,"TDRP/BB, TDRP/OEEB, TDRP/ITEB"
"Pemov A, Li H, Presley W, Wallace MR, Miller DT",,Genetics of human malignant peripheral nerve sheath tumors.,Neurooncol Adv,2020 Jul,2019 Nov 28,32642732,PMC7317054,TDRP/CGB
"Borrego D, Kitahara CM, Balter S, Yoder C",,Occupational Doses to Medical Staff Performing or Assisting with Fluoroscopically Guided Interventional Procedures.,Radiology,2020 Feb,2019 Nov 26,31769743,PMC6996708,TDRP/REB
"Yauseyenka V, Drozdovitch V, Ostroumova E, Polyanskaya O, Minenko V, Brenner A, Hatch M, Little MP, Cahoon EK, Kukhta T, Starastsenka L, Grakovitch R, Cheshik A, Veyalkin I, Rozhko A, Mabuchi K",,Belarusian in utero cohort: A new opportunity to evaluate the health effects of prenatal and early-life exposure to ionising radiation.,J Radiol Prot,2020 Mar,2019 Nov 26,31770737,PMC9425727,TDRP/REB
"Zhang W, Liu A, Li Q, Albert PS",,Incorporating retesting outcomes for estimation of disease prevalence.,Stat Med,2020 Mar 15,2019 Nov 23,31758594,PMC8856765,TDRP/BB
"Ferro A, Rosato V, Rota M, Costa AR, Morais S, Pelucchi C, Johnson KC, Hu J, Palli D, Ferraroni M, Zhang ZF, Bonzi R, Yu GP, Peleteiro B, López-Carrillo L, Tsugane S, Hamada GS, Hidaka A, Zaridze D, Maximovitch D, Vioque J, Navarrete-Munoz EM, Aragonés N, Martín V, Hernández-Ramírez RU, Bertuccio P, Ward MH, Malekzadeh R, Pourfarzi F, Mu L, López-Cervantes M, Persiani R, Kurtz RC, Lagiou A, Lagiou P, Boffetta P, Boccia S, Negri E, Camargo MC, Curado MP, La Vecchia C, Lunet N",,Meat intake and risk of gastric cancer in the Stomach cancer Pooling (StoP) project.,Int J Cancer,2020 Jul 1,2019 Nov 22,31584199,PMC8550819,"TDRP/BB, TDRP/MEB, TDRP/OEEB"
"Allott EH, Ebot EM, Stopsack KH, Gonzalez-Feliciano AG, Markt SC, Wilson KM, Ahearn TU, Gerke TA, Downer MK, Rider JR, Freedland SJ, Lotan TL, Kantoff PW, Platz EA, Loda M, Stampfer MJ, Giovannucci E, Sweeney CJ, Finn SP, Mucci LA",,Statin Use Is Associated with Lower Risk of PTEN-Null and Lethal Prostate Cancer.,Clin Cancer Res,2020 Mar 1,2019 Nov 21,31754047,PMC7056554,TDRP/ITEB
"Mai PL, Huang HQ, Wenzel LB, Han PK, Moser RP, Rodriguez GC, Boggess J, Rutherford TJ, Cohn DE, Kauff ND, Phillips KA, Wilkinson K, Wenham RM, Hamilton C, Powell MA, Walker JL, Greene MH, Hensley ML",,Prospective follow-up of quality of life for participants undergoing risk-reducing salpingo-oophorectomy or ovarian cancer screening in GOG-0199: An NRG Oncology/GOG study.,Gynecol Oncol,2020 Jan,2019 Nov 21,31759774,PMC6980744,TDRP/CGB
"Mazzei-Abba A, Folly CL, Coste A, Wakeford R, Little MP, Raaschou-Nielsen O, Kendall G, Hémon D, Nikkilä A, Spix C, Auvinen A, Spycher BD",,Epidemiological studies of natural sources of radiation and childhood cancer: current challenges and future perspectives.,J Radiol Prot,2020 Mar,2019 Nov 21,31751953,PMC10654695,TDRP/REB
"Vogtmann E, Han Y, Caporaso JG, Bokulich N, Mohamadkhani A, Moayyedkazemi A, Hua X, Kamangar F, Wan Y, Suman S, Zhu B, Hutchinson A, Dagnall C, Jones K, Hicks B, Shi J, Malekzadeh R, Abnet CC, Pourshams A",,Oral microbial community composition is associated with pancreatic cancer: A case-control study in Iran.,Cancer Med,2020 Jan,2019 Nov 21,31750624,PMC6970053,"OD/CGR, TDRP/BB, TDRP/MEB"
"Kratzer TB, Weinstein SJ, Albanes D, Mondul AM",,"Vitamin D binding protein and risk of renal cell carcinoma in the prostate, lung, colorectal and ovarian cancer screening trial.",Int J Cancer,2020 Aug 1,2019 Nov 19,31659740,PMC8513125,"TDRP, TDRP/MEB"
"Liu Z, Jarrett RF, Hjalgrim H, Proietti C, Chang ET, Smedby KE, Yu KJ, Lake A, Troy S, McAulay KA, Pfeiffer RM, Adami HO, Glimelius B, Melbye M, Hildesheim A, Doolan DL, Coghill AE",,Evaluation of the antibody response to the EBV proteome in EBV-associated classical Hodgkin lymphoma.,Int J Cancer,2020 Aug 1,2019 Nov 14,31618442,,"TDRP/BB, TDRP, TDRP/IIB"
"Castle PE, Adcock R, Cuzick J, Wentzensen N, Torrez-Martinez NE, Torres SM, Stoler MH, Ronnett BM, Joste NE, Darragh TM, Gravitt PE, Schiffman M, Hunt WC, Kinney WK, Wheeler CM, New Mexico HPV Pap Registry Steering Committee, p16 IHC Study Panel",,Relationships of p16 Immunohistochemistry and Other Biomarkers With Diagnoses of Cervical Abnormalities: Implications for LAST Terminology.,Arch Pathol Lab Med,2020 Jun,2019 Nov 13,31718233,PMC8575174,"TDRP/CGB, TDRP/REB, TDRP"
