row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
2594	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:31770123 Organ Doses from Chest Radiographs in Tuberculosis Patients in Canada and Their Uncertainties in Periods from 1930 to 1969.;
2595	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:32357211 Dicamba use and cancer incidence in the agricultural health study: an updated analysis.;
2596	REB,BB	true	false	false	false	false	false	false	false	false	false	true	pmid:32845990 Analysis of Cataract in Relationship to Occupational Radiation Dose Accounting for Dosimetric Uncertainties in a Cohort of U.S. Radiologic Technologists.;
2597	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32710861 Mapping geographical inequalities in oral rehydration therapy coverage in low-income and middle-income countries, 2000-17.;
2598	BB,REB,OEEB,MEB,IIB	true	false	false	true	false	false	false	true	false	true	true	pmid:31808181 Associations Between Prediagnostic Concentrations of Circulating Sex Steroid Hormones and Liver Cancer Among Postmenopausal Women.;
2599	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32783535 A Quantitative Meta-Analysis of the Relation between Occupational Benzene Exposure and Biomarkers of Cytogenetic Damage.;
2600	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false	pmid:32614418 Characterization of the Cancer Spectrum in Men With Germline BRCA1 and BRCA2 Pathogenic Variants: Results From the Consortium of Investigators of Modifiers of BRCA1/2 (CIMBA).;
2601	IIB,MEB,CGB,BB	true	true	false	true	false	false	false	true	false	false	false	pmid:31697384 Efficacy of the AS04-Adjuvanted HPV16/18 Vaccine: Pooled Analysis of the Costa Rica Vaccine and PATRICIA Randomized Controlled Trials.;
2602	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:32741700 Targeting p53 for the treatment of cancer.;
2603	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32574374 Insecticide use and risk of non-Hodgkin lymphoma subtypes: A subset meta-analysis of the North American Pooled Project.;
2604	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32732423 Allele-specific open chromatin in human iPSC neurons elucidates functional disease variants.;
2605	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false	pmid:32732252 Ovarian Cancer Risk Factor Associations by Primary Anatomic Site: The Ovarian Cancer Cohort Consortium.;
2606	OD,LGS,OEEB,BB	true	false	false	false	false	true	false	false	true	true	false	pmid:32732251 Pathway Analysis of Renal Cell Carcinoma Genome-Wide Association Studies Identifies Novel Associations.;
2607	OD,CGR	false	false	true	false	false	false	false	false	true	false	false	pmid:32732891 SomaticCombiner: improving the performance of somatic variant calling based on evaluation tests and a consensus approach.;
2608	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:32621759 A meta-analysis of anal cancer incidence by risk group: Toward a unified anal cancer risk scale.;
2609	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32727720 The Human Microbiome in Relation to Cancer Risk: A Systematic Review of Epidemiologic Studies.;
2610	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false	pmid:32727823 The Association Between Periodontal Disease and Breast Cancer in a Prospective Cohort Study.;
2611	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false	pmid:32724039 Comparative clinical and genomic analysis of neurofibromatosis type 2-associated cranial and spinal meningiomas.;
2612	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:32718346 Endemic Burkitt lymphoma: a complication of asymptomatic malaria in sub-Saharan Africa based on published literature and primary data from Uganda, Tanzania, and Kenya.;
2613	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false	pmid:32713678 Evaluation of serological assays to monitor antibody responses to single-dose HPV vaccines.;
2614	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32711331 Residential proximity to agriculture and risk of childhood leukemia and central nervous system tumors in the Danish national birth cohort.;
2615	REB,OEEB	false	false	false	false	false	false	false	false	false	true	true	pmid:32700049 Meta-analysis of published excess relative risk estimates.;
2616	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:32707045 A Summary of the 2020 Gastric Cancer Summit at Stanford University.;
2617	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false	pmid:32686767 Single-cell transcriptomics reveals regulators underlying immune cell diversity and immune subtypes associated with prognosis in nasopharyngeal carcinoma.;
2618	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false	pmid:32685996 Systematic review and meta-analysis of studies assessing the relationship between statin use and risk of ovarian cancer.;
2619	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:32743577 Interferons and viruses induce a novel primate-specific isoform dACE2 and not the SARS-CoV-2 receptor ACE2.;
2620	BB,OEEB,ITEB,MEB	true	false	false	false	true	false	false	true	false	true	false	pmid:32691376 Obesity and related conditions and risk of inflammatory breast cancer: a nested case-control study.;
2621	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:33444241 NCINM: organ dose calculator for patients undergoing nuclear medicine procedures.;
2622	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32686686 Landscape of somatic single nucleotide variants and indels in colorectal cancer and impact on survival.;
2623	CGB,OD	false	true	false	false	false	false	false	false	true	false	false	pmid:33490865 Pilot Study Assessing Tolerability and Metabolic Effects of Metformin in Patients With Li-Fraumeni Syndrome.;
2624	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32588426 Defining benchmarks for tolerable risk thresholds in cancer screening: Impact of HPV vaccination on the future of cervical cancer screening.;
2625	CGB,ITEB,MEB	false	true	false	false	true	false	false	true	false	false	false	pmid:32665703 Polygenic risk scores and breast and epithelial ovarian cancer risks for carriers of BRCA1 and BRCA2 pathogenic variants.;
2626	REB,BB	true	false	false	false	false	false	false	false	false	false	true	pmid:32679305 Dose-volume effects of breast cancer radiation therapy on the risk of second oesophageal cancer.;
2627	LTG,BB	true	false	false	false	false	false	true	false	false	false	false	pmid:32671597 A pooled genome-wide association study identifies pancreatic cancer susceptibility loci on chromosome 19p12 and 19p13.3 in the full-Jewish population.;
2628	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32660428 The diffuse-type gastric cancer epidemiology enigma.;
2629	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32285115 INVESTIGATION OF THE INFLUENCE OF THYROID LOCATION ON IODINE-131 S VALUES.;
2630	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32655005 A Pooled Analysis to Compare the Clinical Characteristics of Human Papillomavirus-positive and -Negative Cervical Precancers.;
2631	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32651213 Exploratory Genome-Wide Interaction Analysis of Nonsteroidal Anti-inflammatory Drugs and Predicted Gene Expression on Colorectal Cancer Risk.;
2632	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32647370 Characterization of outdoor air pollution from solid fuel combustion in Xuanwei and Fuyuan, a rural region of China.;
2633	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32845977 Response to the Letter to the Editor by Drs. Walsh and Schneider.;
2634	OD,LGS,CGB,LTG,BB,OEEB,MEB	true	true	false	false	false	true	true	true	true	true	false	pmid:32641412 Genome-Wide Association Study Data Reveal Genetic Susceptibility to Chronic Inflammatory Intestinal Diseases and Pancreatic Ductal Adenocarcinoma Risk.;
2635	OD,CGR,BB,MEB	true	false	true	false	false	false	false	true	true	false	false	pmid:32636335 Comparison of Oral Microbiota Collected Using Multiple Methods and Recommendations for New Epidemiologic Studies.;
2636	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false	pmid:32641237 Menopausal hormone therapy prior to the diagnosis of ovarian cancer is associated with improved survival.;
2637	CGB,OD,CGR,LTG	false	true	true	false	false	false	true	false	true	false	false	pmid:32631904 The D2 and D3 Sublineages of Human Papilloma Virus 16-Positive Cervical Cancer in Guatemala Differ in Integration Rate and Age of Diagnosis.;
2638	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32506420 Lung cancer mortality associated with protracted low-dose occupational radiation exposures and smoking behaviors in U.S. radiologic technologists, 1983-2012.;
2639	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32635269 Ensemble Deep Learning for Cervix Image Selection toward Improving Reliability in Automated Cervical Precancer Screening.;
2640	OD,LGS,CGB,LTG,BB,ITEB,OEEB,MEB	true	true	false	false	true	true	true	true	true	true	false	pmid:32620889 Assessment of polygenic architecture and risk prediction based on common variants across fourteen cancers.;
2641	OD,CGR,BB,LTG,MEB	true	false	true	false	false	false	true	true	true	false	false	pmid:32641287 Aflatoxin B(1) exposure and liver cirrhosis in Guatemala: a case-control study.;
2642	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:32616506 When the Smoke Clears m(6)A from a Y Chromosome-Linked lncRNA, Men Get an Increased Risk of Cancer.;
2643	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true	pmid:32401271 Voriconazole and the Risk of Keratinocyte Carcinomas Among Lung Transplant Recipients in the United States.;
2644	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32657346 Strengths and Weaknesses of Dosimetry Used in Studies of Low-Dose Radiation Exposure and Cancer.;
2645	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32168021 Residential Proximity to Intensive Animal Agriculture and Risk of Lymphohematopoietic Cancers in the Agricultural Health Study.;
2646	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32657345 Issues in Interpreting Epidemiologic Studies of Populations Exposed to Low-Dose, High-Energy Photon Radiation.;
2647	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32701159 Association of Radioactive Iodine, Antithyroid Drug, and Surgical Treatments With Solid Cancer Mortality in Patients With Hyperthyroidism.;
2648	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32657350 Outcome Assessment in Epidemiological Studies of Low-Dose Radiation Exposure and Cancer Risks: Sources, Level of Ascertainment, and Misclassification.;
2649	REB,IIB	false	false	false	true	false	false	false	false	false	false	true	pmid:32287068 Cancer risk following lymphoid malignancies among HIV-infected people.;
2650	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32356261 Recent Guidelines on the Management of Patients with Gastric Atrophy: Common Points and Controversies.;
2651	REB,BB	true	false	false	false	false	false	false	false	false	false	true	pmid:32657349 Evaluation of Confounding and Selection Bias in Epidemiological Studies of Populations Exposed to Low-Dose, High-Energy Photon Radiation.;
2652	OD,CGR,MEB	false	false	true	false	false	false	false	true	true	false	false	pmid:32618654 Esophageal Histological Precursor Lesions and Subsequent 8.5-Year Cancer Risk in a Population-Based Prospective Study in China.;
2653	REB,CGB	false	true	false	false	false	false	false	false	false	false	true	pmid:32222840 Waiting and "weighted down": the challenge of anticipatory loss for individuals and families with Li-Fraumeni Syndrome.;
2654	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32611430 A large prospective investigation of outdoor light at night and obesity in the NIH-AARP Diet and Health Study.;
2655	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:32606005 LDtrait: An Online Tool for Identifying Published Phenotype Associations in Linkage Disequilibrium.;
2656	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32601387 A molecular basis for neurofibroma-associated skeletal manifestations in NF1.;
2657	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:33134833 Prescription Psychoactive Medication Use in Adolescent Survivors of Childhood Cancer and Association With Adult Functional Outcomes.;
2658	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false	pmid:32525569 Fruits and vegetables intake and gastric cancer risk: A pooled analysis within the Stomach cancer Pooling Project.;
2659	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32615170 House dust microbiota in relation to adult asthma and atopy in a US farming population.;
2660	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:32595210 Seropositivity for Helicobacter pylori and hepatobiliary cancers in the PLCO study.;
2661	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32586834 Telomere Maintenance Variants and Survival after Colorectal Cancer: Smoking- and Sex-Specific Associations.;
2662	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:32581250 Genome-wide association meta-analysis identifies GP2 gene risk variants for pancreatic cancer.;
2663	BB,OEEB,REB	true	false	false	false	false	false	false	false	false	true	true	pmid:32219300 Diesel Exhaust Exposure during Farming Activities: Statistical Modeling of Continuous Black Carbon Concentrations.;
2664	REB,IIB,OD,ITEB,LGS,OEEB	false	false	false	true	true	true	false	false	true	true	true	pmid:32569378 Coinherited genetics of multiple myeloma and its precursor, monoclonal gammopathy of undetermined significance.;
2665	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32573964 Racial and ethnic disparities in mortality from gastric and esophageal adenocarcinoma.;
2666	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false	pmid:32571981 SPANX Control of Lamin A/C Modulates Nuclear Architecture and Promotes Melanoma Growth.;
2667	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32563261 Systematic review of the prospective association of daily step counts with risk of mortality, cardiovascular disease, and dysglycemia.;
2668	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32344386 Body-size-dependent phantom library constructed from ICRP mesh-type reference computational phantoms.;
2669	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32555534 Distinct temporal trends in breast cancer incidence from 1997 to 2016 by molecular subtypes: a population-based study of Scottish cancer registry data.;
2670	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false	pmid:32559743 Clinical findings in families with chordoma with and without T gene duplications and in patients with sporadic chordoma reported to the Surveillance, Epidemiology, and End Results program.;
2671	none	false	false	false	false	false	false	false	false	false	false	false	pmid:32555420 Personalized early detection and prevention of breast cancer: ENVISION consensus statement.;
2672	LTG,OD,ITEB,LGS,CGR,BB	true	false	true	false	true	true	true	false	true	false	false	pmid:32555180 The genomic and epigenomic evolutionary history of papillary renal cell carcinomas.;
2673	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32552454 Robustness of risk-based allocation of resources for disease prevention.;
2674	CGB,ITEB,OEEB,MEB	false	true	false	false	true	false	false	true	false	true	false	pmid:32554541 Development and Validation of the Gene Expression Predictor of High-grade Serous Ovarian Carcinoma Molecular SubTYPE (PrOTYPE).;
2675	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32557043 Urinary bisphenol A, phthalate metabolites, and obesity: do gender and menopausal status matter?;
2676	OD,LGS,ITEB,LTG,MEB,OEEB	false	false	false	false	true	true	true	true	true	true	false	pmid:32546843 Germline HOXB13 mutations p.G84E and p.R217C do not confer an increased breast cancer risk.;
2677	CGB,LTG,OD,LGS,OEEB,MEB	false	true	false	false	false	true	true	true	true	true	false	pmid:32546605 Genome-Wide Gene-Diabetes and Gene-Obesity Interaction Scan in 8,255 Cases and 11,900 Controls from PanScan and PanC4 Consortia.;
2678	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32546664 Quantifying the association of low-intensity and late initiation of tobacco smoking with total and cause-specific mortality in Asia.;
2679	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32535722 Landscape of Germline Genetic Variants in AGT, MGMT, and TP53 in Mexican Adult Patients with Astrocytoma.;
2680	CGB,ITEB,OD	false	true	false	false	true	false	false	false	true	false	false	pmid:32485079 Suggested application of HER2+ breast tumor phenotype for germline TP53 variant classification within ACMG/AMP guidelines.;
2681	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:33444276 Adult patient-specific CT organ dose estimations using automated segmentations and Monte Carlo simulations.;
2682	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32524904 An imputation approach for fitting two-part mixed effects models for longitudinal semi-continuous data.;
2683	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:32510592 Anaplastic large cell lymphoma in human immunodeficiency virus-infected people and solid organ transplant recipients.;
2684	MEB,IIB,BB	true	false	false	true	false	false	false	true	false	false	false	pmid:32406072 Prediagnostic concentrations of circulating bile acids and hepatocellular carcinoma risk: REVEAL-HBV and HCV studies.;
2685	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32658640 Activity concentrations of (131)I and other radionuclides in cow's milk in Belarus during the first month following the Chernobyl accident.;
2686	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:32494968 Heterogeneous Associations Between Obesity and Reproductive-Related Factors and Specific Breast Cancer Subtypes Among Hong Kong Chinese Women.;
2687	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:32488392 Frequency of heterozygous germline pathogenic variants in genes for Fanconi anemia in patients with non-BRCA1/BRCA2 breast cancer: a meta-analysis.;
2688	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32488897 Outdoor light at night and postmenopausal breast cancer risk in the NIH-AARP diet and health study.;
2689	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false	pmid:32692250 Occupational Pesticide Use and Risk of Renal Cell Carcinoma in the Agricultural Health Study.;
2690	CGB,OD,LGS	false	true	false	false	false	true	false	false	true	false	false	pmid:32559231 A crowdsourced set of curated structural variants for the human genome.;
2691	OD,LGS,LTG,BB	true	false	false	false	false	true	true	false	true	false	false	pmid:32483191 Massively parallel reporter assays of melanoma risk variants identify MX2 as a gene promoting melanoma.;
2692	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32497608 Toward a risk-based approach to evaluate and manage abnormal uterine bleeding.;
2693	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:32176288 Cohort Profile: The Maule Cohort (MAUCO).;
2694	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false	pmid:32125284 PIK3Cδ expression by fibroblasts promotes triple-negative breast cancer progression.;
2695	LTG,OD,CGR,LGS,IIB	false	false	true	true	false	true	true	false	true	false	false	pmid:32128591 Origins, Admixture Dynamics, and Homogenization of the African Gene Pool in the Americas.;
2696	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:31612201 Serum Retinol and Risk of Overall and Site-Specific Cancer in the ATBC Study.;
2697	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38894890 Organ dose conversion coefficients calculated for Korean pediatric and adult voxel phantoms exposed to external photon fields.;
2698	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32609005 Household Fuel Use and the Risk of Gastrointestinal Cancers: The Golestan Cohort Study.;
2699	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false	pmid:32694902 Value of multi-quadrants biopsy: Pooled analysis of 11 population-based cervical cancer screening studies.;
2700	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true	pmid:32474961 Benzene exposure-response and risk of lymphoid neoplasms in Chinese workers: A multicenter case-cohort study.;
2701	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32511470 A systematic review and meta-analysis of cancer patients affected by a novel coronavirus.;
2702	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32469462 Fresh fruit consumption may decrease the long-term risk of esophageal cancer mortality: A 30-year follow-up study in the Linxian Dysplasia Nutrition Intervention trial (NIT).;
2703	OD,CGR,ITEB,IIB,CGB,OEEB,MEB	false	true	true	true	true	false	false	true	true	true	false	pmid:32473302 Prognostic gene expression signature for high-grade serous ovarian cancer.;
2704	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false	pmid:32467344 A Systematic Literature Review of Whole Exome and Genome Sequencing Population Studies of Genetic Susceptibility to Cancer.;
2705	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:32467351 Metabolic Syndrome, Physical Activity, and Inflammation: A Cross-Sectional Analysis of 110 Circulating Biomarkers in Japanese Adults.;
2706	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32613154 Herbicide, fumigant, and fungicide use and breast cancer risk among farmers' wives.;
2707	OD,OEEB,ITEB	false	false	false	false	true	false	false	false	true	true	false	pmid:31294817 Genome-Wide Meta-Analyses of FTND and TTFC Phenotypes.;
2708	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32453361 Genital Powder Use and Ovarian Cancer-Reply.;
2709	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32367575 The optimal starting age of endoscopic screening for esophageal squamous cell cancer in high prevalence areas in China.;
2710	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32504913 "I'm not a freshi": Culture shock, puberty and growing up as British-Bangladeshi girls.;
2711	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32439797 Associations between Genetically Predicted Blood Protein Biomarkers and Pancreatic Cancer Risk.;
2712	BB,MEB,ITEB	true	false	false	false	true	false	false	true	false	false	false	pmid:32433602 Fatal prostate cancer incidence trends in the United States and England by race, stage, and treatment.;
2713	IIB,OEEB	false	false	false	true	false	false	false	false	false	true	false	pmid:32474310 Prediagnostic serum polychlorinated biphenyl concentrations and primary liver cancer: A case-control study nested within two prospective cohorts.;
2714	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:33134825 Health Behaviors of Cancer Survivors and Population Controls From the National Health Interview Survey (2005-2015).;
2715	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32923935 Postmenopausal Hormone Therapy and Colorectal Cancer Risk by Molecularly Defined Subtypes and Tumor Location.;
2716	OEEB,OD,CGR,BB,ITEB	true	false	true	false	true	false	false	false	true	true	false	pmid:32424208 Genetic and epigenetic intratumor heterogeneity impacts prognosis of lung adenocarcinoma.;
2717	OD,LGS,OEEB,MEB,CGB,BB,REB,ITEB	true	true	false	false	true	true	false	true	true	true	true	pmid:32424353 Genome-wide association study identifies 32 novel breast cancer susceptibility loci from overall and subtype-specific analyses.;
2718	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32434056 Risk Factors for Graft-versus-Host Disease in Haploidentical Hematopoietic Cell Transplantation Using Post-Transplant Cyclophosphamide.;
2719	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false	pmid:32363580 Association of HPV35 with cervical carcinogenesis among women of African ancestry: Evidence of viral-host interaction with implications for disease intervention.;
2720	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32415267 Pleuropulmonary blastoma-like peritoneal sarcoma: a newly described malignancy associated with biallelic DICER1 pathogenic variation.;
2721	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32422154 Recommendations for Long-Term Follow-up of Adults with Heritable Retinoblastoma.;
2722	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:31605138 Neural crest-derived tumor neuroblastoma and melanoma share 1p13.2 as susceptibility locus that shows a long-range interaction with the SLC16A1 gene.;
2723	OD,OEEB,LGS,CGR,BB	true	false	true	false	false	true	false	false	true	true	false	pmid:32409115 A Germline Variant at 8q24 Contributes to Familial Clustering of Prostate Cancer in Men of African Ancestry.;
2724	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32384540 Survival following allogeneic transplant in patients with myelofibrosis.;
2725	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:32396620 Subsequent neoplasms and late mortality in children undergoing allogeneic transplantation for nonmalignant diseases.;
2726	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32398292 Tobacco smoking among chrysotile asbestos workers in Asbest in the Russian Federation.;
2727	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:32395868 Mean platelet counts are relatively decreased with malaria but relatively increased with endemic Burkitt Lymphoma in Uganda, Tanzania, and Kenya.;
2728	REB,IIB,ITEB,OEEB,MEB	false	false	false	true	true	false	false	true	false	true	true	pmid:32437829 Associations between reproductive factors and biliary tract cancers in women from the Biliary Tract Cancers Pooling Project.;
2729	OD,LGS,BB,ITEB,OEEB,MEB	true	false	false	false	true	true	false	true	true	true	false	pmid:32393777 Protein-altering germline mutations implicate novel genes related to lung cancer development.;
2730	OD	false	false	false	false	false	false	false	false	true	false	false	pmid:32392084 A Case-Control Study of Fluoridation and Osteosarcoma.;
2731	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:32390254 Sample-weighted semiparametric estimation of cause-specific cumulative risk and incidence using left- or interval-censored data from electronic health records.;
2732	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:32383821 Cardiac autonomic dysfunction in survivors of childhood acute lymphoblastic leukemia: The St. Jude Lifetime Cohort Study.;
2733	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32385118 Increasing Incidence of Testicular Germ Cell Tumors among Racial/Ethnic Minorities in the United States.;
2734	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:32387539 County Rurality and Socioeconomic Deprivation Is Associated With Reduced Survival From Gastric Cancer in the United States.;
2735	IIB,BB,OEEB,REB,MEB	true	false	false	true	false	false	false	true	false	true	true	pmid:32376888 Exogenous hormone use, reproductive factors and risk of intrahepatic cholangiocarcinoma among women: results from cohort studies in the Liver Cancer Pooling Project and the UK Biobank.;
2736	OD,CGR,LTG,MEB	false	false	true	false	false	false	true	true	true	false	false	pmid:32382660 Analysis of TP53 aflatoxin signature mutation in hepatocellular carcinomas from Guatemala: A cross-sectional study (2016-2017).;
2737	IIB,ITEB,OD,OEEB,MEB	false	false	false	true	true	false	false	true	true	true	false	pmid:32350862 Overall and abdominal obesity and prostate cancer risk in a West African population: An analysis of the Ghana Prostate Study.;
2738	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32513411 Mapping geographical inequalities in childhood diarrhoeal morbidity and mortality in low-income and middle-income countries, 2000-17: analysis for the Global Burden of Disease Study 2017.;
2739	OD,CGR,CGB,MEB	false	true	true	false	false	false	false	true	true	false	false	pmid:32375686 Integrated analysis of genome-wide miRNAs and targeted gene expression in esophageal squamous cell carcinoma (ESCC) and relation to prognosis.;
2740	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:32371551 The COronavirus Pandemic Epidemiology (COPE) Consortium: A Call to Action.;
2741	IIB,MEB,CGB	false	true	false	true	false	false	false	true	false	false	false	pmid:32367248 Low Epstein-Barr Virus Prevalence in Cardia Gastric Cancer Among a High-Incidence Chinese Population.;
2742	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:32363646 Group testing in mediation analysis.;
2743	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false	pmid:32289152 COVID-19 and emerging viral infections: The case for interferon lambda.;
2744	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:31651660 The Risk of Cardiovascular Disease in Prostate Cancer Patients Receiving Androgen Deprivation Therapies.;
2745	BB,LTG,ITEB,CGB	true	true	false	false	true	false	true	false	false	false	false	pmid:32172342 Correction to: Overlapping genetic architecture between Parkinson disease and melanoma.;
2746	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:31556449 Choosing Breast Cancer Risk Models: Importance of Independent Validation.;
2747	BB,IIB	true	false	false	true	false	false	false	false	false	false	false	pmid:32191283 Questionable Survival Benefit of Aspirin Use in Patients With Biliary Tract Cancer-Reply.;
2748	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:31566223 Basing Eligibility for Lung Cancer Screening on Individualized Risk Calculators Should Save More Lives, but Life Expectancy Matters.;
2749	OD,CGR,BB	true	false	true	false	false	false	false	false	true	false	false	pmid:32275064 Retrospective versus prospective score tests for genetic association with case-control data.;
2750	BB,REB,LTG,OD,CGR,LGS,CGB,MEB,ITEB	true	true	true	false	true	true	true	true	true	false	true	pmid:32191290 Frequency of Pathogenic Germline Variants in Cancer-Susceptibility Genes in Patients With Osteosarcoma.;
2751	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:32353313 Opium use and subsequent incidence of cancer: results from the Golestan Cohort Study.;
2752	OD,CGR,CGB,IIB	false	true	true	true	false	false	false	false	true	false	false	pmid:32105293 Immune Response Following Quadrivalent Human Papillomavirus Vaccination in Women After Hematopoietic Allogeneic Stem Cell Transplant: A Nonrandomized Clinical Trial.;
2753	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:31545370 Re: Contrasting Epidemiology and Clinicopathology of Female Breast Cancer in Asians vs the US Population.;
2754	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false	pmid:32360601 Regulation of eIF2α by RNF4 Promotes Melanoma Tumorigenesis and Therapy Resistance.;
